id_prestamo;fecha_prestamo;fecha_vencimiento;fecha_devolucion;categoria;tipo_usuario;estado_prestamo;canal_prestamo;isbn;renovaciones;autor;sede_biblioteca;nombre_usuario;observaciones;titulo_libro;id_libro;id_bibliotecario;multa_crc;id_usuario;nr_errores;descripcion_error;campos_error;codigos_error
PRE0084207;;2024-01-21;2024-01-27;Derecho;Funcionario;Devuelto;En línea;9648253110609;0;A. Pérez;Humanidades;;;Aprendizaje Automático Vol. 2;LB00674;BIB0037;1500.0;USR002264;2;fecha_prestamo inválida | nombre_usuario vacío;fecha_prestamo | nombre_usuario;FECHA_PRESTAMO | NOMBRE_USUARIO
PRE0084212;2024-06-25;2024-07-16;;Sociología;Funcionario;Perdido;En línea;;0;A. Solís;Ciencias Sociales;Andrea Herrera Rojas;Renovado una vez;Economía Digital Vol. 3;LB00721;BIB0022;15000.0;USR003817;1;isbn con formato/longitud inválida;isbn;ISBN
PRE0084220;;2025-08-03;2025-08-09;Historia;Estudiante;Devuelto;Mostrador;000X;0;C. Vargas;Pacífico;Camila Gómez Calvo;revisar datos;Ciencia de Datos Aplicada Vol. 4;LB00463;BIB0036;1500.0;USR003119;3;fecha_prestamo inválida | isbn con formato/longitud inválida | isbn con formato/longitud inválida;fecha_prestamo | isbn | isbn;FECHA_PRESTAMO | ISBN | ISBN
PRE0084230;;2025-10-02;;Sociología;Estudiante;Atrasado;Mostrador;8050097882081;3;M. Ross;Occidente;Manuel Vargas Cordero;Usuario reporta portada dañada;Sistemas de Información Vol. 2;LB00017;BIB0015;41000.0;USR000323;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0084252;2025-03-20;2025-04-10;2025-04-17;Literatura;Estudiante;Devuelto;En línea;4967066703362;0;;Pacífico;Camila Campos Alvarado;;Gobernanza de Datos Vol. 3;LB00737;BIB0023;1750.0;USR003631;1;autor vacío;autor;AUTOR
PRE0084255;2024-03-22;2024-04-05;;Educación;Estudiante;Atrasado;Autoservicio;NULL;2;R. Kimball;Ciencias Sociales;Elena Cordero Rojas;Revisión pendiente;Programación en Python Vol. 3;LB00268;BIB0030;177250.0;USR000275;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0084263;2024-02-06;2024-02-27;2024-03-03;Sociología;Estudiante;Devuelto;Mostrador;7848018451462;1;E. Quesada;Salud;Valeria Aguilar Sánchez;Usuario reporta portada dañada;;LB00008;BIB0040;1250.0;USR001252;1;titulo_libro vacío;titulo_libro;TITULO
PRE0084282;2025-12-22;2025-12-29;;Arte;Funcionario;;Autoservicio;0481754965137;1;C. Inmon;Ciencias Sociales;Gabriela Navarro Mora;Préstamo interbibliotecario;Redes y Telecomunicaciones Vol. 3;LB00070;BIB0014;7500.0;USR003010;1;estado_prestamo vacío;estado_prestamo;ESTADO
PRE0084283;2023-03-07;2023-03-28;2023-04-03;Ingeniería;Estudiante;Devuelto;En línea;6416052975161;0;E. Quesada;Central;;;Minería de Datos Vol. 4;LB00088;BIB0006;1500.0;USR001019;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0084304;2024-01-21;2024-02-04;2024-02-11;Ingeniería;Funcionario;Devuelto;Mostrador;4101194707200;2;L. Mora;Ingenierías;;Revisión pendiente;Análisis Multivariado Vol. 1;LB00400;BIB0020;1750.0;USR000362;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0084309;;2023-10-16;2023-10-28;Literatura;Investigador;Devuelto;En línea;0780686717731;1;J. Ramírez;Ingenierías;Laura Sánchez Alvarado;Préstamo interbibliotecario;Administración de Proyectos Vol. 1;LB00418;BIB0016;3000.0;USR001902;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0084318;2024-12-28;2025-01-11;;Ciencias;Estudiante;En préstamo;;3306046333127;1;L. Rodríguez;Humanidades;Diego Valverde Gómez;;Visualización de Datos Vol. 4;LB00353;BIB0013;0.0;USR002951;1;canal_prestamo vacío;canal_prestamo;CANAL
PRE0084333;2025-04-30;;2025-05-26;Ciencias;Externo;Devuelto;Autoservicio;6771196421522;1;C. Vargas;Atlántico;Kevin Valverde Jiménez;Renovado una vez;Fundamentos de Bibliotecología Vol. 2;LB00643;BIB0001;3000.0;USR002052;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0084345;2025-03-07;2025-03-21;;Economía;Estudiante;En préstamo;App móvil;2547807740649;1;R. Kimball;Humanidades;María Mora Calvo;Usuario reporta portada dañada;;LB00318;BIB0008;0.0;USR002086;1;titulo_libro vacío;titulo_libro;TITULO
PRE0084360;2025-06-08;2025-06-29;;Ciencias;Estudiante;Atrasado;Mostrador;3461994237676;3;M. Sánchez;Central;Camila Rojas Vargas;Entrega con atraso;Gobernanza de Datos Vol. 2;LB00681;BIB0005;64750.0;;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0084418;;2026-02-03;2026-02-04;Historia;Estudiante;Devuelto;Mostrador;7157724599281;2;R. Kimball;Atlántico;Andrea Vega Campos;Usuario reporta portada dañada;Investigación de Operaciones Vol. 4;LB00378;BIB0007;250.0;USR003989;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0084423;2024-08-15;;;Arte;Estudiante;En préstamo;Autoservicio;1100225579415;0;C. Vargas;Humanidades;José Vargas Torres;Entrega con atraso;Sistemas de Información Vol. 3;LB00251;BIB0033;0.0;USR001434;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0084436;2023-09-08;2023-10-06;2023-10-17;Literatura;Funcionario;Devuelto;App móvil;7451713395962;1;D. Fernández;Humanidades;;Usuario reporta portada dañada;Aprendizaje Automático Vol. 2;LB00181;BIB0033;2750.0;USR003385;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0084437;2023-08-18;2023-08-25;;Ingeniería;Estudiante;Atrasado;Mostrador;9183626448869;0;E. Quesada;Pacífico;Sofía Herrera Calvo;;Historia de Costa Rica Vol. 4;LB00580;BIB0029;233250.0;;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0084459;2023-02-19;2023-03-05;2023-03-14;Sociología;Estudiante;Devuelto;Mostrador;0705626085641;;E. Quesada;Ciencias Sociales;Paola Herrera Vega;;Teoría de la Información Vol. 3;LB00518;BIB0036;2250.0;USR004770;1;renovaciones inválida o negativa;renovaciones;RENOVACIONES
PRE0084509;2023-06-22;2023-07-13;2023-07-25;Economía;Estudiante;En préstamo;Autoservicio;7849912165585;0;E. Quesada;Occidente;David Calvo Calvo;Renovado una vez;Sistemas de Información Vol. 1;LB00124;BIB0010;3000.0;USR-XX;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0084515;;2023-08-12;;Educación;Estudiante;Atrasado;Autoservicio;0937710040901;;C. Inmon;Ingenierías;Manuel Ramírez Sánchez;Revisión pendiente;Aprendizaje Automático Vol. 3;LB00584;BIB0032;236500.0;USR001840;2;fecha_prestamo inválida | renovaciones inválida o negativa;fecha_prestamo | renovaciones;FECHA_PRESTAMO | RENOVACIONES
PRE0084524;2026-01-31;2026-02-14;2026-02-20;Sociología;Estudiante;Devuelto;Autoservicio;9041379772369;0;;Ingenierías;Mariana Rodríguez Campos;;Arquitectura de Datos Vol. 2;LB00289;BIB0011;1500.0;USR004086;1;autor vacío;autor;AUTOR
PRE0084591;2025-03-22;2025-04-05;;Arte;Docente;En préstamo;App móvil;1526546103399;0;D. Fernández;Central;Kevin Blanco Rojas;Préstamo interbibliotecario;Economía Digital Vol. 1;LB00520;;0.0;USR001079;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0084607;2024-07-24;2024-08-14;2024-08-17;Literatura;Estudiante;Devuelto;Autoservicio;;1;S. Atre;Salud;David Torres Murillo;;Teoría de la Información Vol. 3;LB00010;BIB0031;750.0;USR002168;1;isbn con formato/longitud inválida;isbn;ISBN
PRE0084629;2024-12-09;2024-12-30;2024-12-26;Matemática;Docente;Devuelto;Mostrador;2625827390219;1;A. Pérez;Pacífico;Javier Torres Araya;Revisión pendiente;Minería de Datos Vol. 1;LB00408;BIB0015;0.0;USR-XX;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0084672;2025-08-23;2025-09-13;2025-09-14;Literatura;Estudiante;Devuelto;Mostrador;5809351187181;2;M. Sánchez;Central;Javier Vargas Campos;Renovado una vez;Gestión de Bases de Datos Vol. 3;LB00744;;250.0;USR-XX;2;id_usuario vacío o con formato inválido | id_bibliotecario vacío o con formato inválido;id_usuario | id_bibliotecario;ID_USUARIO | ID_BIBLIOTECARIO
PRE0084678;2023-11-23;2023-12-07;2023-12-03;Educación;Estudiante;Devuelto;En línea;6965917135785;;R. Kimball;Ingenierías;Kevin Vega Rodríguez;;Economía Digital Vol. 4;LB00458;BIB0030;0.0;USR003446;1;renovaciones inválida o negativa;renovaciones;RENOVACIONES
PRE0084689;2024-12-26;2025-01-02;;Historia;Estudiante;;En línea;4802632570396;0;S. Atre;Ingenierías;Sofía Valverde Herrera;;Economía Digital Vol. 3;LB00703;BIB0015;5000.0;USR002777;1;estado_prestamo vacío;estado_prestamo;ESTADO
PRE0084693;2024-12-06;2024-12-13;;Ingeniería;Estudiante;Atrasado;Autoservicio;6122868528975;0;L. Mora;Ciencias Sociales;Kevin Vega Vargas;Préstamo interbibliotecario;Derecho de la Información Vol. 3;LB00334;BIB0031;114250.0;USR-XX;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0084721;2023-09-21;2023-10-12;;Sociología;Funcionario;;Autoservicio;6499091334123;3;D. Fernández;Ciencias Sociales;Elena Gómez Solano;Usuario reporta portada dañada;Investigación de Operaciones Vol. 4;LB00050;BIB0005;0.0;USR001786;1;estado_prestamo vacío;estado_prestamo;ESTADO
PRE0084755;2025-07-29;2025-08-19;2025-08-26;Ingeniería;Estudiante;Devuelto;En línea;1376515881579;0;C. Vargas;Humanidades;;Usuario reporta portada dañada;Diseño de Experimentos Vol. 4;LB00749;BIB0020;1750.0;USR000609;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0084764;2023-01-19;2023-02-09;;Arte;Estudiante;En préstamo;;4139537672423;3;C. Vargas;Central;Sebastián Navarro Torres;Entrega con atraso;Diseño de Experimentos Vol. 1;LB00006;BIB0018;0.0;USR003991;1;canal_prestamo vacío;canal_prestamo;CANAL
PRE0084771;2023-05-12;2023-05-19;2023-05-18;Historia;Estudiante;Devuelto;Autoservicio;8892414183285;0;E. Quesada;Central;Sebastián Araya Alvarado;Revisión pendiente;Ciencia de Datos Aplicada Vol. 4;LB00194;BIB0023;0.0;NULL;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0084789;2025-11-17;2025-12-08;2025-12-03;Tecnología;Investigador;Devuelto;Mostrador;9781ABC;0;A. Pérez;Atlántico;Diego Solano Torres;Entrega con atraso;Gobernanza de Datos Vol. 4;LB00567;BIB0014;0.0;USR002460;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0084808;2023-10-02;2023-10-30;2023-10-01;Economía;Estudiante;Devuelto;En línea;8457831745642;1;J. Ramírez;Salud;Javier Blanco Aguilar;Revisión pendiente;Programación en Python Vol. 4;LB00317;;500.0;USR004276;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0084837;2025-04-06;2025-05-04;;Ciencias;Estudiante;Atrasado;En línea;5728703203207;0;J. Ramírez;Salud;;Revisión pendiente;Algoritmos y Estructuras Vol. 3;LB00480;BIB0008;78750.0;USR004967;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0084859;2024-03-24;2024-04-14;2024-04-18;Arte;Estudiante;Devuelto;Mostrador;5307450544471;;M. Ross;Ciencias Sociales;Alonso Alvarado Gómez;;Teoría de la Información Vol. 4;LB00230;BIB0019;1000.0;USR001066;1;renovaciones inválida o negativa;renovaciones;RENOVACIONES
PRE0084886;2024-11-20;2024-12-18;;Sociología;Estudiante;Atrasado;Autoservicio;7887543943535;0;M. Ross;Pacífico;Roberto Gómez Araya;;Metodología de la Investigación Vol. 1;LB00748;BIB0024;113000.0;USR-XX;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0084891;2024-10-10;2024-11-07;;Tecnología;Estudiante;Atrasado;Autoservicio;1069872050614;1;D. Fernández;Atlántico;;;Ética y Tecnología Vol. 3;LB00222;BIB0008;123250.0;USR-XX;2;id_usuario vacío o con formato inválido | nombre_usuario vacío;id_usuario | nombre_usuario;ID_USUARIO | NOMBRE_USUARIO
PRE0084900;2023-11-06;2023-11-13;2023-11-08;Literatura;Estudiante;Devuelto;Autoservicio;0534240891649;0;C. Vargas;Humanidades;;revisar datos;Ciencia de Datos Aplicada Vol. 3;LB00634;BIB0022;0.0;USR003858;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0084956;2025-05-12;2025-06-09;2025-06-17;Literatura;Estudiante;Devuelto;Mostrador;6797403447134;0;S. Gómez;Atlántico;Laura Navarro Rodríguez;;;LB00051;BIB0031;2000.0;USR000860;1;titulo_libro vacío;titulo_libro;TITULO
PRE0084998;2025-04-25;2025-05-16;;Arte;Estudiante;Atrasado;Autoservicio;12345;0;R. Kimball;Ingenierías;Sofía Sánchez Calvo;Revisión pendiente;Minería de Datos Vol. 4;LB00221;BIB0004;75750.0;USR003509;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0085003;2023-10-20;;2023-11-27;Sociología;Estudiante;Devuelto;En línea;7677622827728;3;M. Sánchez;Atlántico;Camila Gómez Blanco;Préstamo interbibliotecario;Gobernanza de Datos Vol. 4;LB00511;BIB0018;2500.0;USR002385;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0085012;2025-02-03;2025-02-17;2025-02-26;Derecho;Estudiante;Devuelto;Mostrador;4622522372817;0;J. Ramírez;Ciencias Sociales;David Cordero Herrera;Renovado una vez;Economía Digital Vol. 4;LB00582;BIB0037;2250.0;123;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0085015;2025-03-28;2025-04-11;;Educación;Estudiante;En préstamo;App móvil;6965917135785;3;R. Kimball;??;N/A;;;LB00458;BIB0016;0.0;USR002658;1;titulo_libro vacío;titulo_libro;TITULO
PRE0085044;2025-05-29;2025-06-05;2025-06-17;Derecho;Estudiante;Devuelto;App móvil;5929622292706;0;M. Ross;Ingenierías;Elena Calvo Rodríguez;Renovado una vez;Sistemas de Información Vol. 1;LB00097;BIB0027;3000.0;??;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0085053;2024-11-16;2024-12-14;;Matemática;Estudiante;En préstamo;Mostrador;2717396271286;;M. Sánchez;??;Carlos Chaves Alvarado;Entrega con atraso;Minería de Datos Vol. 1;LB00399;BIB0015;0.0;USR000273;1;renovaciones inválida o negativa;renovaciones;RENOVACIONES
PRE0085062;;2025-10-18;2025-10-13;Arte;Estudiante;Devuelto;Autoservicio;0422325367294;1;L. Rodríguez;Salud;Roberto Alvarado Rojas;;Algoritmos y Estructuras Vol. 1;LB00183;BIB0021;0.0;USR002330;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0085099;2023-08-02;2023-08-23;;Educación;Docente;Atrasado;Mostrador;4801571647947;;S. Atre;Central;Alonso Castro Gómez;Préstamo interbibliotecario;Aprendizaje Automático Vol. 2;LB00447;BIB0002;;USR002713;1;renovaciones inválida o negativa;renovaciones;RENOVACIONES
PRE0085110;2025-07-29;2025-08-05;;Matemática;Docente;;En línea;5168087603859;0;C. Vargas;Central;Miguel Sánchez Calvo;Revisión pendiente;Investigación de Operaciones Vol. 1;LB00056;BIB0018;0.0;USR003576;1;estado_prestamo vacío;estado_prestamo;ESTADO
PRE0085121;2024-08-17;2024-08-31;;Ciencias;Externo;Atrasado;Mostrador;;0;M. Ross;Atlántico;Diego Valverde Murillo;Préstamo interbibliotecario;Arquitectura de Datos Vol. 2;LB00438;BIB0025;140250.0;USR004280;1;isbn con formato/longitud inválida;isbn;ISBN
PRE0085141;2023-11-10;2023-11-17;;Ingeniería;Funcionario;En préstamo;En línea;12345;2;M. Ross;Ingenierías;Diego Murillo Rojas;Entrega con atraso;Sistemas de Información Vol. 2;LB00390;BIB0031;0.0;USR000478;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0085180;2024-05-09;2024-05-16;;Medicina;Estudiante;En préstamo;En línea;1002194672324;3;R. Kimball;Ciencias Sociales;Paula Chaves Araya;;Gobernanza de Datos Vol. 2;LB00409;;0.0;USR002722;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0085188;;2025-01-08;2025-01-09;Ciencias;Estudiante;Devuelto;App móvil;6838851606071;0;S. Gómez;Pacífico;Julio Valverde Castro;;Visualización de Datos Vol. 4;LB00087;BIB0035;250.0;USR004263;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0085257;2025-09-10;2025-10-08;2025-10-04;Sociología;Estudiante;Devuelto;Mostrador;0227846997335;1;L. Rodríguez;Atlántico;Alonso Cordero Vega;Préstamo interbibliotecario;Historia de Costa Rica Vol. 2;LB00382;;0.0;USR001784;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0085260;2023-07-06;2023-07-27;2023-08-05;Sociología;Estudiante;Devuelto;Mostrador;9856984789611;1;;Ingenierías;Manuel Herrera Murillo;Usuario reporta portada dañada;Historia de Costa Rica Vol. 2;LB00078;BIB0025;2250.0;USR004820;1;autor vacío;autor;AUTOR
PRE0085279;2023-11-21;2023-12-19;2023-12-22;Historia;Estudiante;Devuelto;Mostrador;6611062737158;1;;Occidente;Natalia Chaves Ramírez;;Investigación de Operaciones Vol. 1;LB00510;BIB0003;750.0;USR000045;1;autor vacío;autor;AUTOR
PRE0085319;2024-03-18;2024-04-15;2024-04-27;Ciencias;Estudiante;Devuelto;Autoservicio;;1;J. Ramírez;Humanidades;Sofía Campos Rojas;Revisión pendiente;Algoritmos y Estructuras Vol. 3;LB00480;BIB0015;3000.0;USR000824;1;isbn con formato/longitud inválida;isbn;ISBN
PRE0085326;2024-02-25;2024-03-24;;Ciencias;Estudiante;En préstamo;Autoservicio;000X;0;C. Inmon;Pacífico;David Castro Blanco;Préstamo interbibliotecario;Sistemas de Información Vol. 4;LB00391;BIB0028;0.0;USR002654;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0085334;2023-06-13;2023-07-11;2023-07-15;Literatura;Estudiante;Devuelto;Autoservicio;2374167872568;3;C. Vargas;Occidente;;Renovado una vez;Gobernanza de Datos Vol. 4;LB00620;BIB0006;1000.0;USR000292;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0085336;;2025-08-10;;Historia;Estudiante;Atrasado;App móvil;9866524041574;1;D. Fernández;Pacífico;Laura Navarro Rodríguez;Renovado una vez;Modelado Dimensional Vol. 3;LB00131;BIB0004;54250.0;USR000860;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0085345;2023-04-28;2023-05-05;2023-05-11;Ingeniería;Estudiante;Devuelto;App móvil;2786814473947;0;R. Kimball;Central;Valeria Ramírez Quesada;Renovado una vez;;LB00112;BIB0033;1500.0;USR004780;1;titulo_libro vacío;titulo_libro;TITULO
PRE0085370;2024-08-01;2024-08-29;2024-08-30;Tecnología;Investigador;Devuelto;Autoservicio;NULL;3;A. Solís;Humanidades;Andrés Alvarado Sánchez;;Diseño de Experimentos Vol. 1;LB00319;BIB0034;250.0;USR001256;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0085395;2025-11-01;2025-11-22;;Sociología;Estudiante;Atrasado;Mostrador;;1;A. Solís;Pacífico;Mariana Quesada Sánchez;Renovado una vez;Economía Digital Vol. 3;LB00721;BIB0039;28250.0;USR004636;1;isbn con formato/longitud inválida;isbn;ISBN
PRE0085425;2023-01-12;2023-01-19;;Economía;Docente;Atrasado;En línea;0571983863840;3;P. Ponniah;Ciencias Sociales;;Préstamo interbibliotecario;Gestión de Bases de Datos Vol. 3;LB00265;BIB0030;287750.0;USR000691;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0085426;2023-07-25;2023-08-22;;Tecnología;Docente;Atrasado;En línea;1814396661347;3;M. Sánchez;Humanidades;David Torres Blanco;Usuario reporta portada dañada;;LB00698;BIB0024;234000.0;USR002829;1;titulo_libro vacío;titulo_libro;TITULO
PRE0085431;2025-06-24;2025-07-22;;Educación;Docente;Perdido;App móvil;5623869222196;0;D. Fernández;Central;Paula Jiménez Cordero;Usuario reporta portada dañada;;LB00064;BIB0006;10000.0;USR003680;1;titulo_libro vacío;titulo_libro;TITULO
PRE0085432;2025-11-25;2025-12-09;2025-12-21;Ingeniería;Estudiante;Devuelto;Autoservicio;6257016580464;2;L. Rodríguez;Ingenierías;Diego Quesada Castro;Usuario reporta portada dañada;Investigación de Operaciones Vol. 4;LB00420;BIB0029;3000.0;123;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0085457;2024-04-02;;2024-04-25;Arte;Docente;Devuelto;Mostrador;2456506098358;0;A. Pérez;Ingenierías;Camila Alvarado Alvarado;Renovado una vez;Sistemas de Información Vol. 1;LB00123;BIB0027;500.0;USR001339;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0085522;2023-04-03;2023-05-01;2023-05-02;Ciencias;Estudiante;Devuelto;Mostrador;4118244935348;2;A. Pérez;Pacífico;Paola Solano Torres;Revisión pendiente;Introducción a la Estadística Vol. 3;LB00021;;250.0;USR003749;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0085526;2024-02-21;2024-03-20;2024-03-27;Literatura;Estudiante;Devuelto;Mostrador;0478686337524;0;J. Caserta;Ciencias Sociales;Gabriela Vega Chaves;;Gobernanza de Datos Vol. 2;LB00144;;1750.0;USR000395;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0085532;2025-03-15;2025-03-29;;Matemática;Estudiante;En préstamo;Autoservicio;;0;P. Ponniah;Ciencias Sociales;Manuel Calvo Cordero;NULL;;LB00233;BIB0029;0.0;USR002427;2;titulo_libro vacío | isbn con formato/longitud inválida;titulo_libro | isbn;TITULO | ISBN
PRE0085539;2024-02-20;2024-03-12;2024-03-11;Medicina;Estudiante;;Mostrador;5460273415148;3;A. Solís;Ciencias Sociales;Miguel Alvarado Vega;Renovado una vez;Ciencia de Datos Aplicada Vol. 4;LB00549;BIB0009;0.0;USR004593;1;estado_prestamo vacío;estado_prestamo;ESTADO
PRE0085543;2023-09-25;2023-10-23;2023-10-21;Derecho;Funcionario;Devuelto;Autoservicio;;0;D. Fernández;Ciencias Sociales;Andrea Sánchez Chaves;Usuario reporta portada dañada;Algoritmos y Estructuras Vol. 3;LB00320;BIB0019;0.0;USR001417;1;isbn con formato/longitud inválida;isbn;ISBN
PRE0085573;;2025-06-18;2025-06-29;Economía;Estudiante;Devuelto;App móvil;5730652407784;0;C. Vargas;Humanidades;Elena Ramírez Cordero;;Visualización de Datos Vol. 2;LB00327;BIB0030;2750.0;USR003795;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
